text,label
"sore throat, runny nose",1
"chills, cough",0
stomach ache,0
"dizziness, loss of appetite, cough, runny nose, shortness of breath",1
"dizziness, muscle pain",0
"muscle pain, stomach ache, cough, chills",0
"sore throat, fatigue, muscle pain, nausea",0
"headache, stomach ache, muscle pain, fatigue, shortness of breath",1
runny nose,2
"fatigue, loss of appetite",1
"muscle pain, dizziness",1
"loss of appetite, stomach ache",2
runny nose,1
"chills, dizziness, fatigue, shortness of breath, headache",2
"headache, muscle pain, stomach ache, cough",1
"cough, muscle pain, chills, dizziness, headache",2
loss of appetite,0
"muscle pain, headache",1
"cough, chills, fever, headache",1
"runny nose, dizziness, stomach ache, shortness of breath, nausea",0
"cough, sore throat",2
"runny nose, stomach ache, nausea, chills, dizziness",1
"sore throat, cough",0
"fatigue, fever, headache, shortness of breath",1
shortness of breath,2
"headache, fever, runny nose, loss of appetite, sore throat",0
runny nose,1
"sore throat, stomach ache, muscle pain, headache",0
"nausea, loss of appetite, fever, muscle pain",2
"headache, runny nose",1
"cough, muscle pain, dizziness, nausea, fever",1
"headache, shortness of breath, runny nose, muscle pain, nausea",0
"cough, fatigue, fever",1
"sore throat, cough, fever, muscle pain",1
"sore throat, stomach ache",2
"muscle pain, fever",0
"nausea, loss of appetite, stomach ache",1
"fatigue, fever, muscle pain, cough",1
muscle pain,1
"shortness of breath, nausea",0
chills,1
"cough, muscle pain, stomach ache, runny nose, nausea",1
"headache, nausea, muscle pain",0
"fever, cough, stomach ache",1
"fever, chills, nausea, stomach ache",1
shortness of breath,0
"chills, fever, fatigue, muscle pain",2
"fever, nausea, headache",1
"fever, dizziness",2
headache,2
"nausea, stomach ache, loss of appetite, fatigue",0
stomach ache,1
"dizziness, headache, loss of appetite, muscle pain, runny nose",2
"runny nose, nausea",2
"runny nose, fever",1
"sore throat, muscle pain, loss of appetite, runny nose, fatigue",2
dizziness,1
"stomach ache, sore throat, loss of appetite, nausea, cough",0
"headache, shortness of breath, muscle pain, stomach ache, cough",2
"stomach ache, muscle pain, chills, loss of appetite, fatigue",1
chills,0
"chills, loss of appetite, fever, runny nose",2
"muscle pain, sore throat, fatigue, headache",0
"dizziness, cough, sore throat, muscle pain, runny nose",2
"headache, cough, runny nose, fever, muscle pain",2
"loss of appetite, dizziness, chills, fatigue, muscle pain",0
"headache, shortness of breath, stomach ache",2
"cough, runny nose, muscle pain, fatigue",0
"stomach ache, cough, muscle pain",1
"cough, chills, loss of appetite",0
"nausea, stomach ache, sore throat, loss of appetite",0
"headache, runny nose, nausea, sore throat",0
"sore throat, runny nose, stomach ache",2
"sore throat, chills, cough",1
"chills, fatigue, loss of appetite, sore throat, dizziness",2
"fever, sore throat, headache, loss of appetite",1
shortness of breath,1
"muscle pain, cough, stomach ache, headache, shortness of breath",0
"nausea, headache, fatigue, shortness of breath, chills",0
"nausea, muscle pain, headache, chills",0
headache,0
"headache, runny nose, stomach ache, fever, shortness of breath",0
"cough, fever, headache",2
"chills, runny nose, dizziness, cough, muscle pain",2
"stomach ache, cough, muscle pain, sore throat, shortness of breath",2
"muscle pain, sore throat",2
"sore throat, fever, nausea, shortness of breath, chills",2
"chills, fever, headache, runny nose",2
"fever, cough",1
headache,0
"cough, fatigue, muscle pain, fever",2
"shortness of breath, runny nose, chills",0
"stomach ache, fever",1
"stomach ache, muscle pain, dizziness, loss of appetite",0
loss of appetite,1
"shortness of breath, muscle pain, loss of appetite, chills, dizziness",1
"cough, fever, dizziness, shortness of breath, stomach ache",1
runny nose,1
"shortness of breath, nausea, dizziness, runny nose",1
runny nose,0
"loss of appetite, muscle pain, dizziness",1
"fatigue, chills, stomach ache",2
sore throat,0
"loss of appetite, stomach ache, fever, cough",1
sore throat,1
"chills, runny nose",0
chills,2
"fever, shortness of breath, chills, sore throat",2
dizziness,1
fatigue,1
"shortness of breath, sore throat, dizziness, nausea, fatigue",1
"headache, dizziness, runny nose, stomach ache, muscle pain",2
"shortness of breath, runny nose, headache",2
"stomach ache, fatigue",1
runny nose,0
"dizziness, headache, loss of appetite, sore throat",0
runny nose,2
"fever, runny nose, loss of appetite",0
"chills, nausea, shortness of breath",1
fatigue,2
"cough, stomach ache",1
"loss of appetite, chills, cough, sore throat",1
stomach ache,0
"stomach ache, loss of appetite, cough, muscle pain, sore throat",0
"loss of appetite, runny nose, headache, shortness of breath, stomach ache",0
"headache, loss of appetite, muscle pain",1
"runny nose, headache, chills",1
"fatigue, nausea",0
fever,2
"stomach ache, headache",1
"fatigue, stomach ache, loss of appetite",1
"fatigue, shortness of breath",1
"cough, dizziness",1
"chills, muscle pain, dizziness",1
fatigue,0
"stomach ache, headache, runny nose",0
"dizziness, cough, muscle pain, nausea",1
"stomach ache, cough, loss of appetite",2
chills,1
"sore throat, dizziness",1
"loss of appetite, dizziness, stomach ache, cough, shortness of breath",1
"fever, shortness of breath, headache, nausea, sore throat",2
"muscle pain, headache, sore throat",0
"muscle pain, sore throat, fatigue, loss of appetite",1
"loss of appetite, shortness of breath, headache",1
loss of appetite,2
"stomach ache, cough, muscle pain",1
"cough, dizziness, headache",0
"muscle pain, stomach ache, fatigue, runny nose",2
"fever, headache, shortness of breath",1
"runny nose, loss of appetite",0
"headache, sore throat, runny nose, shortness of breath, dizziness",1
"nausea, loss of appetite",0
"runny nose, muscle pain",0
"dizziness, nausea, sore throat, muscle pain",0
"chills, shortness of breath, nausea",0
"runny nose, sore throat, dizziness, loss of appetite, headache",1
"cough, nausea, fever, muscle pain",0
"headache, dizziness, cough, nausea, shortness of breath",2
"fever, shortness of breath, runny nose, chills",2
shortness of breath,0
"nausea, muscle pain, cough, loss of appetite",0
fever,2
"runny nose, chills",0
"loss of appetite, sore throat",2
"shortness of breath, stomach ache, loss of appetite, headache",2
"runny nose, fatigue",0
"chills, loss of appetite, stomach ache, fatigue",2
"dizziness, headache, stomach ache",1
"nausea, headache, sore throat, muscle pain, fever",1
loss of appetite,0
"shortness of breath, stomach ache, runny nose",2
chills,1
"chills, shortness of breath, nausea, runny nose, sore throat",2
"dizziness, stomach ache, sore throat, chills, muscle pain",0
"chills, sore throat",0
"sore throat, loss of appetite, shortness of breath, muscle pain, chills",2
"dizziness, nausea, cough, loss of appetite, chills",0
"sore throat, shortness of breath, muscle pain, headache",1
"shortness of breath, fatigue",2
loss of appetite,1
sore throat,0
"sore throat, loss of appetite, fatigue",2
muscle pain,2
"nausea, runny nose, fever",2
"dizziness, shortness of breath, fatigue",1
"loss of appetite, fatigue, runny nose",1
"dizziness, muscle pain",2
"runny nose, nausea, muscle pain",0
"sore throat, cough, loss of appetite, dizziness",1
"chills, headache, muscle pain, fatigue, loss of appetite",0
"loss of appetite, runny nose",1
fever,0
"muscle pain, fatigue, runny nose",2
shortness of breath,0
"stomach ache, fever",1
nausea,0
"headache, runny nose, dizziness, chills, muscle pain",0
"loss of appetite, nausea, shortness of breath",1
"fatigue, cough, stomach ache, nausea",1
"stomach ache, shortness of breath",0
"loss of appetite, shortness of breath, runny nose",1
"shortness of breath, fatigue, runny nose, headache",1
"cough, shortness of breath, sore throat",0
nausea,0
"stomach ache, loss of appetite, fever, nausea, chills",1
"cough, chills, nausea, muscle pain, headache",0
muscle pain,2
"loss of appetite, stomach ache, sore throat, nausea, muscle pain",0
"shortness of breath, cough",2
shortness of breath,2
"fever, runny nose, cough, shortness of breath",1
"dizziness, fever, shortness of breath",2
chills,1
"chills, fatigue, runny nose, headache",2
headache,0
fatigue,1
chills,0
"shortness of breath, cough, chills, loss of appetite",0
"shortness of breath, dizziness, fever, nausea, chills",1
"fever, dizziness, loss of appetite, fatigue, chills",2
"nausea, fatigue, runny nose, muscle pain, sore throat",2
"dizziness, cough, runny nose, fever",2
shortness of breath,2
nausea,2
"nausea, headache, chills, muscle pain",2
"stomach ache, sore throat, fever, fatigue, runny nose",2
"loss of appetite, headache, chills, dizziness",1
"nausea, runny nose, muscle pain, chills",1
"loss of appetite, chills, stomach ache, muscle pain, runny nose",1
"loss of appetite, runny nose, chills",0
"stomach ache, loss of appetite, sore throat, shortness of breath, headache",1
"sore throat, headache",1
loss of appetite,0
"sore throat, muscle pain, cough, runny nose",1
"chills, muscle pain, runny nose, cough, loss of appetite",1
"stomach ache, loss of appetite, fatigue",2
"fatigue, fever",2
"fever, chills, headache, loss of appetite",1
"runny nose, loss of appetite, chills, fatigue",2
"dizziness, chills, headache",1
"dizziness, headache, shortness of breath, nausea",0
"nausea, sore throat",1
runny nose,1
"headache, runny nose",0
"fatigue, muscle pain, shortness of breath, sore throat",0
"sore throat, loss of appetite, shortness of breath, chills, runny nose",2
"nausea, fever",0
headache,0
"muscle pain, chills, cough, dizziness, nausea",0
fatigue,1
"fever, fatigue, nausea",2
"cough, fatigue, shortness of breath, dizziness",1
"nausea, fatigue",0
"stomach ache, chills",0
"stomach ache, loss of appetite",2
"dizziness, fatigue, runny nose, fever",0
fatigue,2
"loss of appetite, chills",1
"stomach ache, runny nose, sore throat, dizziness, fever",0
"headache, cough",0
"loss of appetite, runny nose, nausea, shortness of breath, stomach ache",0
"headache, loss of appetite, muscle pain, nausea",0
"nausea, stomach ache, loss of appetite, fever, runny nose",0
"sore throat, nausea, muscle pain, fever",2
"muscle pain, chills, runny nose, loss of appetite, dizziness",2
"chills, nausea, muscle pain",0
sore throat,1
"cough, nausea, fever, dizziness, shortness of breath",0
sore throat,2
"stomach ache, nausea, dizziness",1
"sore throat, chills, headache",1
"muscle pain, headache",0
"cough, headache, fatigue",0
"stomach ache, runny nose, shortness of breath, fatigue, muscle pain",2
"stomach ache, runny nose, nausea, muscle pain, sore throat",1
"loss of appetite, runny nose",0
"shortness of breath, fever",0
"stomach ache, chills, nausea",2
"muscle pain, sore throat, chills",1
fever,0
"chills, shortness of breath, sore throat, dizziness",1
"nausea, dizziness",2
"dizziness, cough, fever, loss of appetite",2
"nausea, fatigue, runny nose",2
"dizziness, shortness of breath, fever, fatigue",2
fatigue,0
"nausea, runny nose, chills, sore throat",0
"shortness of breath, muscle pain, nausea, runny nose",1
"runny nose, cough, muscle pain",2
"fever, runny nose, chills",2
nausea,0
"loss of appetite, shortness of breath, chills, runny nose",0
"fatigue, dizziness, runny nose",2
"loss of appetite, headache, stomach ache, chills",0
"shortness of breath, chills",2
"stomach ache, runny nose, shortness of breath, headache",0
"fatigue, fever, muscle pain",0
"dizziness, chills, headache",1
"stomach ache, nausea",1
"shortness of breath, fever, dizziness, loss of appetite",1
"muscle pain, runny nose, chills",0
shortness of breath,2
"chills, fever, loss of appetite, sore throat, nausea",2
"fatigue, muscle pain, stomach ache",1
"runny nose, sore throat, chills, headache, fatigue",2
"shortness of breath, loss of appetite, stomach ache",0
"stomach ache, shortness of breath, loss of appetite, headache",1
"stomach ache, cough, loss of appetite, chills",1
"sore throat, fever, cough, runny nose",1
"runny nose, shortness of breath, chills, sore throat, muscle pain",2
"dizziness, sore throat, runny nose, headache, loss of appetite",1
runny nose,2
"loss of appetite, fever, chills, headache, nausea",0
"sore throat, dizziness, headache",0
"stomach ache, headache",2
"chills, stomach ache",2
"loss of appetite, sore throat",2
"sore throat, stomach ache, chills",1
"muscle pain, nausea, sore throat, stomach ache",2
"fever, shortness of breath, sore throat",2
nausea,2
"loss of appetite, shortness of breath, chills, sore throat, cough",1
"cough, fatigue",0
stomach ache,0
"dizziness, headache, chills, loss of appetite",1
"headache, dizziness, stomach ache",1
"shortness of breath, muscle pain",2
"fatigue, nausea",1
"runny nose, cough, sore throat, fever, stomach ache",0
"fever, loss of appetite",0
"fever, dizziness, chills",2
"runny nose, muscle pain, nausea, headache",1
"muscle pain, cough, nausea, runny nose, headache",1
"fever, chills, nausea",1
"nausea, stomach ache",0
nausea,0
"nausea, shortness of breath, headache, stomach ache, chills",0
"runny nose, muscle pain, dizziness",0
"stomach ache, runny nose",2
"headache, runny nose",1
chills,0
fatigue,0
"fatigue, dizziness, nausea, runny nose, headache",2
headache,0
"fever, runny nose, fatigue",0
"loss of appetite, fever, headache",0
"headache, fever",0
"shortness of breath, cough, dizziness",0
"nausea, fever, runny nose, sore throat, dizziness",2
"runny nose, chills",1
muscle pain,2
"cough, shortness of breath, dizziness, sore throat, stomach ache",1
"cough, stomach ache, shortness of breath, runny nose, headache",1
"shortness of breath, fatigue, stomach ache, muscle pain",0
muscle pain,0
"chills, shortness of breath, stomach ache, fatigue",2
"runny nose, muscle pain, chills",1
"chills, fatigue, shortness of breath",0
"headache, cough, fever",1
stomach ache,2
"shortness of breath, runny nose",2
"muscle pain, chills, cough, nausea, headache",2
"runny nose, stomach ache, fatigue, loss of appetite, muscle pain",0
"sore throat, dizziness, fever",1
"nausea, headache, fatigue, chills, fever",2
loss of appetite,1
"chills, stomach ache, shortness of breath",0
"dizziness, nausea",2
"dizziness, nausea",2
"shortness of breath, cough, muscle pain, loss of appetite, runny nose",1
"runny nose, sore throat",1
"runny nose, cough, fever, shortness of breath, stomach ache",2
cough,2
headache,2
"headache, stomach ache, cough, muscle pain, chills",0
"sore throat, cough, muscle pain, stomach ache",0
"dizziness, headache",2
"runny nose, loss of appetite, cough",1
"loss of appetite, sore throat",1
"cough, fatigue, runny nose, stomach ache, sore throat",2
"dizziness, chills, stomach ache, fever, loss of appetite",2
"shortness of breath, stomach ache, cough, runny nose",1
"stomach ache, dizziness, fatigue",0
"dizziness, headache",1
"fever, fatigue, sore throat, runny nose",0
"chills, nausea",0
"fatigue, shortness of breath, runny nose, muscle pain, stomach ache",1
"runny nose, nausea",0
"sore throat, fatigue, nausea",2
"headache, runny nose, cough",2
"muscle pain, dizziness, nausea, stomach ache",0
"dizziness, fever",1
"chills, nausea, loss of appetite, shortness of breath",2
"chills, dizziness, runny nose",1
"shortness of breath, sore throat",0
"nausea, chills",1
"sore throat, chills",1
"stomach ache, headache",1
"headache, runny nose",1
"loss of appetite, dizziness",1
"headache, nausea, shortness of breath",2
"stomach ache, muscle pain, runny nose, nausea, shortness of breath",2
"fatigue, loss of appetite, cough, muscle pain, dizziness",0
"cough, runny nose, nausea, fatigue, chills",2
"shortness of breath, chills, sore throat, loss of appetite, stomach ache",1
"cough, chills, stomach ache, muscle pain, sore throat",1
"nausea, fatigue, dizziness",2
"fatigue, loss of appetite, fever",1
"loss of appetite, nausea, dizziness, shortness of breath",0
"chills, sore throat",2
"headache, dizziness, loss of appetite",0
"cough, nausea",2
"headache, dizziness, cough",2
"runny nose, muscle pain",2
"chills, fever",2
"loss of appetite, cough, fever",2
"chills, sore throat, headache, stomach ache",0
shortness of breath,1
"chills, cough",0
loss of appetite,0
"muscle pain, nausea, chills",2
"loss of appetite, stomach ache, dizziness",2
"fever, loss of appetite",1
"sore throat, shortness of breath, loss of appetite, cough, nausea",2
"cough, runny nose, muscle pain, chills, headache",0
dizziness,2
chills,1
headache,0
"loss of appetite, cough, dizziness, shortness of breath",2
"fatigue, cough, sore throat",0
"headache, sore throat, dizziness, cough",1
"fever, loss of appetite, fatigue",1
"stomach ache, muscle pain",0
"dizziness, cough",1
"loss of appetite, cough",2
"runny nose, stomach ache, loss of appetite, fatigue",1
"sore throat, fever, cough, stomach ache",2
"sore throat, muscle pain, cough",2
"chills, headache, fatigue, dizziness",0
"shortness of breath, runny nose, headache",0
loss of appetite,1
"shortness of breath, chills, muscle pain",0
headache,1
headache,2
"headache, loss of appetite",2
"dizziness, loss of appetite, headache",1
"headache, cough, shortness of breath",1
"fever, sore throat, cough, dizziness",1
"chills, loss of appetite, fatigue, shortness of breath",1
"runny nose, nausea, fever, loss of appetite",1
sore throat,2
stomach ache,2
"fever, chills",0
"nausea, shortness of breath, runny nose, muscle pain, fatigue",2
"nausea, loss of appetite",1
"cough, loss of appetite, fever, stomach ache",1
"runny nose, muscle pain",1
"headache, stomach ache, fever, muscle pain, fatigue",2
"nausea, sore throat, stomach ache, fever",2
"chills, dizziness",2
"runny nose, fever, headache",0
fever,2
sore throat,2
"nausea, dizziness",0
shortness of breath,1
dizziness,0
"loss of appetite, runny nose, sore throat, shortness of breath, dizziness",0
loss of appetite,2
"stomach ache, shortness of breath",1
"stomach ache, dizziness, headache, shortness of breath",1
"fatigue, sore throat, fever, stomach ache",0
"cough, dizziness, chills, muscle pain, shortness of breath",0
"stomach ache, runny nose, muscle pain",0
sore throat,1
"chills, nausea, muscle pain, fever, shortness of breath",2
"runny nose, dizziness, fatigue",1
nausea,0
"dizziness, sore throat, fever, fatigue",1
"headache, nausea, fatigue, dizziness",1
loss of appetite,1
"loss of appetite, headache",0
"sore throat, runny nose, dizziness, muscle pain",1
runny nose,2
"shortness of breath, fatigue, cough, dizziness",1
"chills, muscle pain, headache, fatigue",1
"nausea, headache, muscle pain, runny nose",2
"dizziness, fatigue, sore throat, loss of appetite",2
"stomach ache, headache, muscle pain, dizziness, nausea",1
"fever, muscle pain, runny nose, chills, headache",2
"chills, loss of appetite",2
"loss of appetite, runny nose, dizziness, muscle pain, sore throat",1
"headache, chills, loss of appetite, shortness of breath",1
runny nose,0
"headache, dizziness, chills",1
"runny nose, chills, cough, sore throat",1
"muscle pain, fever, fatigue, headache, runny nose",2
headache,2
nausea,1
"nausea, loss of appetite",1
nausea,2
"stomach ache, headache",2
"sore throat, chills, headache, muscle pain",1
"sore throat, loss of appetite",1
"fever, chills, runny nose",2
fatigue,0
"loss of appetite, sore throat, stomach ache, cough, nausea",0
"stomach ache, sore throat, chills",2
"nausea, runny nose, muscle pain, dizziness, sore throat",2
"dizziness, stomach ache, cough, chills, runny nose",2
"nausea, fatigue, loss of appetite, runny nose, shortness of breath",1
fever,0
"muscle pain, chills, loss of appetite, fatigue",1
"fatigue, cough, chills, headache",1
"headache, cough, sore throat, shortness of breath, nausea",0
"shortness of breath, chills, nausea",1
"nausea, runny nose, sore throat, chills",1
"sore throat, dizziness, cough, fatigue",0
"sore throat, runny nose, cough, fever, stomach ache",1
"cough, fever, chills, dizziness",2
headache,0
"cough, fatigue, nausea, dizziness, headache",1
sore throat,0
"fever, chills, shortness of breath",0
"dizziness, chills",1
"stomach ache, chills, nausea, cough, muscle pain",1
"runny nose, shortness of breath, stomach ache, chills, nausea",2
"cough, chills",1
"fatigue, muscle pain, fever, shortness of breath",1
"cough, stomach ache, loss of appetite",0
loss of appetite,2
"fever, runny nose, fatigue, stomach ache, chills",2
"cough, sore throat, runny nose, loss of appetite, stomach ache",2
"headache, muscle pain, cough, fever",0
"chills, shortness of breath, runny nose, muscle pain, fatigue",0
"chills, fatigue",1
"muscle pain, sore throat",0
"sore throat, dizziness, stomach ache, shortness of breath, muscle pain",2
"fatigue, muscle pain, fever, sore throat",1
"headache, stomach ache",2
"sore throat, runny nose, stomach ache, loss of appetite, fatigue",1
"fever, dizziness, cough",0
"fever, shortness of breath, cough, headache",2
"shortness of breath, stomach ache, cough, runny nose, sore throat",0
"fever, chills, loss of appetite",2
"loss of appetite, muscle pain",0
dizziness,2
"fever, stomach ache, loss of appetite, fatigue",1
"muscle pain, nausea, shortness of breath, dizziness, cough",0
"loss of appetite, headache, fever, nausea, muscle pain",2
"shortness of breath, stomach ache, runny nose, loss of appetite",1
"headache, fever, cough",2
"headache, nausea, muscle pain, loss of appetite",0
"fatigue, stomach ache, loss of appetite, nausea",0
runny nose,1
"shortness of breath, dizziness",1
fatigue,1
"chills, loss of appetite, cough, runny nose",1
stomach ache,2
muscle pain,1
"nausea, loss of appetite, shortness of breath",0
"loss of appetite, sore throat, dizziness",0
fever,0
"chills, dizziness, cough, runny nose",2
loss of appetite,2
"fatigue, headache",1
"fever, loss of appetite, headache, fatigue",0
shortness of breath,1
"dizziness, shortness of breath, headache, stomach ache",0
"nausea, cough",0
"sore throat, loss of appetite, cough, muscle pain, dizziness",2
cough,0
"sore throat, shortness of breath",1
fatigue,1
"chills, runny nose, sore throat, fatigue, loss of appetite",2
"runny nose, sore throat",2
"dizziness, cough, shortness of breath, headache",0
"chills, muscle pain, cough, sore throat",1
"muscle pain, shortness of breath, nausea, stomach ache, runny nose",1
"fatigue, muscle pain, sore throat",2
shortness of breath,2
shortness of breath,1
"dizziness, nausea, shortness of breath, chills, fatigue",2
"nausea, dizziness",0
"loss of appetite, chills, nausea, fatigue",2
"stomach ache, nausea, shortness of breath, muscle pain, fatigue",0
shortness of breath,0
"dizziness, muscle pain, stomach ache, headache, shortness of breath",0
"headache, cough, loss of appetite, muscle pain, stomach ache",1
"fatigue, sore throat",2
"muscle pain, dizziness, fever",2
"muscle pain, runny nose, chills",1
"fever, headache, loss of appetite, runny nose, stomach ache",2
"fatigue, fever, nausea, dizziness",1
cough,1
"fatigue, runny nose",0
"muscle pain, nausea, stomach ache, cough, headache",1
"loss of appetite, dizziness",0
"cough, headache, muscle pain",2
"sore throat, stomach ache, fever",1
shortness of breath,1
"cough, stomach ache, dizziness, headache, muscle pain",1
"dizziness, cough",0
"nausea, sore throat",2
"dizziness, shortness of breath, stomach ache, muscle pain, chills",2
"fever, loss of appetite, chills, runny nose, sore throat",2
"runny nose, chills, fatigue, shortness of breath, sore throat",2
"fever, fatigue",0
"nausea, stomach ache",0
"shortness of breath, stomach ache, fever, runny nose",0
"fatigue, runny nose, nausea",2
stomach ache,2
"headache, nausea, chills, cough, fever",1
"shortness of breath, fatigue, dizziness, nausea, cough",1
"muscle pain, fatigue",2
"nausea, loss of appetite, cough, chills, muscle pain",0
"loss of appetite, chills, cough",0
"runny nose, fever, shortness of breath, stomach ache, dizziness",0
nausea,1
"runny nose, headache, chills",0
"nausea, stomach ache, sore throat, shortness of breath",2
"headache, dizziness, fever, sore throat, stomach ache",1
"fatigue, cough, stomach ache, muscle pain, loss of appetite",2
"fatigue, headache",1
"fatigue, sore throat, chills, stomach ache, loss of appetite",0
"stomach ache, runny nose",0
"dizziness, stomach ache",1
"shortness of breath, loss of appetite, chills, dizziness",2
"runny nose, chills, headache, fever, nausea",0
"cough, chills, sore throat, fever",2
fatigue,1
sore throat,2
"headache, loss of appetite, nausea, runny nose, cough",1
"muscle pain, stomach ache, cough",0
fever,2
"loss of appetite, headache, muscle pain, cough, nausea",0
"nausea, shortness of breath",2
fever,2
"loss of appetite, dizziness, headache, fatigue",2
"sore throat, chills",1
"chills, headache, runny nose, muscle pain",2
"chills, headache, runny nose, loss of appetite",0
"sore throat, shortness of breath, loss of appetite, cough, headache",0
"sore throat, loss of appetite",2
sore throat,2
"cough, headache",1
"sore throat, cough, dizziness, fever",1
"sore throat, loss of appetite",0
"fever, cough, sore throat",1
"sore throat, stomach ache",0
"fatigue, loss of appetite",1
"nausea, fever",1
"sore throat, loss of appetite, fatigue, muscle pain",2
"headache, loss of appetite, muscle pain, chills, fatigue",0
"headache, sore throat, cough, stomach ache, nausea",1
"sore throat, headache",2
muscle pain,0
"sore throat, chills, shortness of breath, loss of appetite, stomach ache",2
loss of appetite,1
"shortness of breath, headache",2
nausea,1
"fatigue, dizziness, muscle pain, stomach ache, runny nose",2
"loss of appetite, chills, sore throat",1
"loss of appetite, shortness of breath, stomach ache, headache, sore throat",0
"stomach ache, cough, sore throat",2
muscle pain,0
"chills, sore throat",2
"headache, stomach ache, nausea",0
"loss of appetite, muscle pain, runny nose, shortness of breath, fever",2
"cough, chills, stomach ache, fever, shortness of breath",2
headache,1
"loss of appetite, chills",1
"cough, shortness of breath, chills, loss of appetite, nausea",2
"stomach ache, dizziness, nausea",2
"muscle pain, stomach ache",1
"muscle pain, runny nose",2
"chills, sore throat, fever, runny nose, headache",0
"stomach ache, sore throat, loss of appetite, shortness of breath, cough",2
"fatigue, runny nose, loss of appetite",0
"chills, stomach ache",1
"cough, loss of appetite, dizziness",2
"shortness of breath, headache",2
"fatigue, headache, loss of appetite",2
"loss of appetite, chills",1
"headache, shortness of breath, chills, loss of appetite, dizziness",1
headache,1
"chills, dizziness",0
nausea,2
"dizziness, sore throat, chills, stomach ache",0
"cough, shortness of breath, fatigue, sore throat",0
stomach ache,2
"fatigue, stomach ache",1
"fatigue, nausea, runny nose",2
"chills, cough, nausea, loss of appetite, fatigue",1
"fever, loss of appetite",2
"sore throat, nausea",0
"headache, dizziness, shortness of breath, chills, loss of appetite",2
"loss of appetite, fatigue, fever, runny nose",0
"cough, muscle pain",2
"fever, chills, cough, nausea",2
"stomach ache, fatigue, muscle pain",2
"cough, fatigue, headache, shortness of breath, stomach ache",1
"cough, shortness of breath, dizziness, nausea",2
"fever, cough, sore throat, muscle pain, chills",1
"stomach ache, cough, muscle pain, fatigue",0
"muscle pain, nausea, chills, cough, headache",2
"runny nose, fever, stomach ache, chills, dizziness",1
"runny nose, cough, chills, loss of appetite",0
dizziness,2
"cough, shortness of breath",1
"fever, sore throat",0
"muscle pain, headache, shortness of breath, sore throat, fatigue",1
"cough, dizziness",1
"shortness of breath, chills, runny nose, headache, fatigue",0
"chills, dizziness",2
"chills, fever, muscle pain",2
"dizziness, fatigue, chills, headache",1
"runny nose, fever, chills, cough, headache",1
"shortness of breath, nausea, chills, loss of appetite, cough",2
"chills, cough, fatigue",1
"headache, dizziness, cough, muscle pain",0
"chills, nausea, runny nose, muscle pain",2
loss of appetite,1
fever,1
"cough, stomach ache",0
fatigue,2
"cough, sore throat, stomach ache, headache, fatigue",1
"runny nose, chills",2
"headache, stomach ache, muscle pain, nausea",1
"dizziness, sore throat, stomach ache, runny nose",2
"nausea, fatigue",2
"stomach ache, fever, loss of appetite, shortness of breath",0
"shortness of breath, stomach ache, fatigue",0
"nausea, chills, dizziness, headache",0
cough,1
"stomach ache, cough, chills",2
"headache, nausea, shortness of breath, dizziness, fatigue",2
shortness of breath,2
stomach ache,0
"nausea, runny nose",1
"runny nose, nausea",2
"runny nose, fatigue, headache, nausea, sore throat",2
"loss of appetite, headache, stomach ache, muscle pain, cough",0
muscle pain,1
"muscle pain, fatigue, chills",2
sore throat,1
"dizziness, fever",2
"cough, sore throat, nausea, runny nose, headache",0
fever,0
"fatigue, runny nose, headache, stomach ache",2
"dizziness, muscle pain, loss of appetite",2
sore throat,0
"shortness of breath, nausea, runny nose",1
"loss of appetite, chills",2
"dizziness, loss of appetite, fever, runny nose, stomach ache",2
"chills, fever, muscle pain",2
"sore throat, chills, shortness of breath",1
"dizziness, shortness of breath, nausea",1
"chills, dizziness, fatigue, headache",1
"fatigue, headache, chills, dizziness",1
"nausea, chills, shortness of breath",2
"fatigue, headache, muscle pain, loss of appetite",0
"fatigue, muscle pain, fever, stomach ache, nausea",2
"dizziness, fatigue, chills, fever, runny nose",0
"fatigue, nausea, dizziness, shortness of breath, muscle pain",1
dizziness,0
"fatigue, stomach ache",0
"muscle pain, sore throat, loss of appetite, chills, stomach ache",2
chills,1
"fatigue, sore throat, shortness of breath, runny nose",1
"nausea, chills",2
"nausea, loss of appetite, sore throat, runny nose",1
"fever, cough, shortness of breath, loss of appetite, muscle pain",1
"muscle pain, chills, headache, runny nose",2
"shortness of breath, stomach ache, headache",1
"headache, sore throat, runny nose",1
"nausea, muscle pain, loss of appetite",0
"sore throat, loss of appetite",0
"fatigue, headache, sore throat",0
chills,1
"muscle pain, sore throat, headache, runny nose, fever",2
cough,0
"stomach ache, cough, dizziness, loss of appetite, shortness of breath",0
"nausea, fatigue, headache, dizziness, sore throat",1
"muscle pain, shortness of breath, cough, dizziness",1
"sore throat, runny nose",2
"fever, muscle pain, headache",1
"fever, loss of appetite",2
"dizziness, sore throat",1
"muscle pain, loss of appetite, stomach ache, fever",1
"sore throat, loss of appetite, stomach ache, chills, headache",2
"muscle pain, loss of appetite, chills, fatigue",1
"cough, nausea, dizziness, fever",0
"loss of appetite, dizziness, headache",1
"nausea, chills, muscle pain, dizziness",2
chills,1
"fatigue, fever",2
"dizziness, chills, headache",0
"nausea, fever, runny nose, headache",2
"dizziness, muscle pain",1
"dizziness, sore throat",1
"fatigue, chills",2
"headache, shortness of breath, cough, muscle pain, runny nose",1
